date,division,index
2012-07-01,06,104.8
2012-08-01,06,104.9
2012-09-01,06,105.4
2012-10-01,06,105.5
2012-11-01,06,105.7
2012-12-01,06,105.8
2013-01-01,06,106.0
2013-02-01,06,106.1
2013-03-01,06,106.2
2013-04-01,06,106.6
2013-05-01,06,106.8
2013-06-01,06,106.6
2013-07-01,06,106.7
2013-08-01,06,106.9
2013-09-01,06,107.2
2013-10-01,06,107.3
2013-11-01,06,107.6
2013-12-01,06,107.8
2014-01-01,06,108.2
2014-02-01,06,108.4
2014-03-01,06,108.6
2014-04-01,06,109.1
2014-05-01,06,109.4
2014-06-01,06,109.9
2014-07-01,06,110.2
2014-08-01,06,110.4
2014-09-01,06,110.8
2014-10-01,06,110.9
2014-11-01,06,111.3
2014-12-01,06,111.4
2015-01-01,06,111.7
2015-02-01,06,112.1
2015-03-01,06,112.5
2015-04-01,06,114.6
2015-05-01,06,114.9
2015-06-01,06,115.4
2015-07-01,06,115.5
2015-08-01,06,115.6
2015-09-01,06,115.9
2015-10-01,06,116.1
2015-11-01,06,116.2
2015-12-01,06,116.5
2016-01-01,06,116.8
2016-02-01,06,117.2
2016-03-01,06,117.2
2016-04-01,06,117.1
2016-05-01,06,117.2
2016-06-01,06,117.7
2016-07-01,06,117.8
2016-08-01,06,118.1
2016-09-01,06,118.5
2016-10-01,06,118.8
2016-11-01,06,119.1
2016-12-01,06,119.3
2017-01-01,06,119.7
2017-02-01,06,120.0
2017-03-01,06,120.2
2017-04-01,06,120.4
2017-05-01,06,120.6
2017-06-01,06,120.8
2017-07-01,06,121.2
2017-08-01,06,121.3
2017-09-01,06,121.5
2017-10-01,06,121.6
2017-11-01,06,121.7
2017-12-01,06,122.0
2018-01-01,06,122.4
2018-02-01,06,122.5
2018-03-01,06,122.6
2018-04-01,06,122.9
2018-05-01,06,122.9
2018-06-01,06,121.2
2018-07-01,06,121.2
2018-08-01,06,121.3
2018-09-01,06,121.3
2018-10-01,06,121.3
2018-11-01,06,121.5
2018-12-01,06,121.5
2019-01-01,06,121.8
2019-02-01,06,122.0
2019-03-01,06,122.3
2019-04-01,06,122.5
2019-05-01,06,122.5
2019-06-01,06,122.7
2019-07-01,06,122.8
2019-08-01,06,123.0
2019-09-01,06,122.9
2019-10-01,06,123.0
2019-11-01,06,123.2
2019-12-01,06,123.2
2020-01-01,06,123.5
2020-02-01,06,123.6
2020-03-01,06,124.0
2020-04-01,06,124.0
2020-05-01,06,124.0
2020-06-01,06,124.1
2020-07-01,06,124.2
2020-08-01,06,124.3
2020-09-01,06,124.3
2020-10-01,06,124.4
2020-11-01,06,124.4
2020-12-01,06,124.4
2021-01-01,06,124.4
2021-02-01,06,124.5
2021-03-01,06,124.6
2021-04-01,06,124.6
2021-05-01,06,124.7
2021-06-01,06,124.7
2021-07-01,06,124.7
2021-08-01,06,124.7
2021-09-01,06,124.7
2021-10-01,06,124.7
2021-11-01,06,124.7
2021-12-01,06,124.7
2022-01-01,06,124.8
2022-02-01,06,125.1
2022-03-01,06,124.8
2022-04-01,06,124.9
2022-05-01,06,125.2
2022-06-01,06,125.4
2022-07-01,06,125.7
2022-08-01,06,125.8
2022-09-01,06,125.9
2022-10-01,06,126.0
2022-11-01,06,126.4
2022-12-01,06,126.3
2023-01-01,06,126.8
2023-02-01,06,127.4
2023-03-01,06,127.5
2023-04-01,06,127.5
2023-05-01,06,127.6
2023-06-01,06,127.9
2023-07-01,06,128.2
2023-08-01,06,128.8
2023-09-01,06,128.7
2023-10-01,06,129.0
2023-11-01,06,129.3
2023-12-01,06,129.5
2024-01-01,06,129.8
2024-02-01,06,130.2
2024-03-01,06,130.2
2024-04-01,06,130.4
2010-01-01,07,98.9
2010-02-01,07,99.0
2010-03-01,07,99.0
2010-04-01,07,99.0
2010-05-01,07,99.0
2010-06-01,07,99.1
2010-07-01,07,99.9
2010-08-01,07,100.8
2010-09-01,07,100.8
2010-10-01,07,100.8
2010-11-01,07,101.0
2010-12-01,07,102.9
2011-01-01,07,103.2
2011-02-01,07,103.5
2011-03-01,07,103.6
2011-04-01,07,104.2
2011-05-01,07,104.9
2011-06-01,07,104.8
2011-07-01,07,104.7
2011-08-01,07,104.8
2011-09-01,07,104.7
2011-10-01,07,104.8
2011-11-01,07,104.9
2011-12-01,07,104.9
2012-01-01,07,104.9
2012-02-01,07,104.9
2012-03-01,07,104.9
2012-04-01,07,105.2
2012-05-01,07,105.3
2012-06-01,07,105.0
2012-07-01,07,104.5
2012-08-01,07,104.8
2012-09-01,07,105.6
2012-10-01,07,105.6
2012-11-01,07,105.7
2012-12-01,07,105.3
2013-01-01,07,105.3
2013-02-01,07,105.3
2013-03-01,07,105.9
2013-04-01,07,105.8
2013-05-01,07,105.7
2013-06-01,07,105.3
2013-07-01,07,105.4
2013-08-01,07,105.4
2013-09-01,07,110.5
2013-10-01,07,110.8
2013-11-01,07,110.9
2013-12-01,07,110.6
2014-01-01,07,110.9
2014-02-01,07,111.1
2014-03-01,07,111.3
2014-04-01,07,111.4
2014-05-01,07,111.5
2014-06-01,07,111.1
2014-07-01,07,111.1
2014-08-01,07,111.2
2014-09-01,07,111.0
2014-10-01,07,116.7
2014-11-01,07,116.5
2014-12-01,07,115.0
2015-01-01,07,104.2
2015-02-01,07,98.0
2015-03-01,07,105.8
2015-04-01,07,106.1
2015-05-01,07,106.3
2015-06-01,07,109.5
2015-07-01,07,112.9
2015-08-01,07,109.9
2015-09-01,07,106.8
2015-10-01,07,110.0
2015-11-01,07,110.4
2015-12-01,07,107.9
2016-01-01,07,104.8
2016-02-01,07,101.5
2016-03-01,07,97.1
2016-04-01,07,100.3
2016-05-01,07,100.3
2016-06-01,07,100.2
2016-07-01,07,101.7
2016-08-01,07,102.5
2016-09-01,07,100.9
2016-10-01,07,104.0
2016-11-01,07,108.7
2016-12-01,07,107.2
2017-01-01,07,113.5
2017-02-01,07,119.7
2017-03-01,07,119.4
2017-04-01,07,117.1
2017-05-01,07,113.4
2017-06-01,07,110.7
2017-07-01,07,109.5
2017-08-01,07,114.5
2017-09-01,07,116.8
2017-10-01,07,116.6
2017-11-01,07,120.4
2017-12-01,07,119.5
2018-01-01,07,120.0
2018-02-01,07,119.3
2018-03-01,07,117.6
2018-04-01,07,117.6
2018-05-01,07,117.7
2018-06-01,07,116.8
2018-07-01,07,116.8
2018-08-01,07,116.9
2018-09-01,07,117.2
2018-10-01,07,117.5
2018-11-01,07,117.6
2018-12-01,07,117.1
2019-01-01,07,110.7
2019-02-01,07,111.2
2019-03-01,07,114.1
2019-04-01,07,114.6
2019-05-01,07,114.8
2019-06-01,07,114.4
2019-07-01,07,114.6
2019-08-01,07,114.5
2019-09-01,07,114.6
2019-10-01,07,114.8
2019-11-01,07,114.8
2019-12-01,07,114.9
2020-01-01,07,115.0
2020-02-01,07,113.9
2020-03-01,07,104.0
2020-04-01,07,90.0
2020-05-01,07,90.9
2020-06-01,07,98.0
2020-07-01,07,102.8
2020-08-01,07,103.2
2020-09-01,07,103.2
2020-10-01,07,103.1
2020-11-01,07,102.1
2020-12-01,07,105.2
2021-01-01,07,109.1
2021-02-01,07,111.6
2021-03-01,07,114.2
2021-04-01,07,114.3
2021-05-01,07,114.5
2021-06-01,07,114.3
2021-07-01,07,114.7
2021-08-01,07,114.6
2021-09-01,07,114.6
2021-10-01,07,114.8
2021-11-01,07,115.1
2021-12-01,07,115.2
2022-01-01,07,115.7
2022-02-01,07,115.9
2022-03-01,07,117.2
2022-04-01,07,117.7
2022-05-01,07,119.0
2022-06-01,07,120.5
2022-07-01,07,121.1
2022-08-01,07,120.6
2022-09-01,07,120.7
2022-10-01,07,120.8
2022-11-01,07,120.8
2022-12-01,07,120.9
2023-01-01,07,120.3
2023-02-01,07,120.2
2023-03-01,07,120.0
2023-04-01,07,120.4
2023-05-01,07,120.2
2023-06-01,07,120.5
2023-07-01,07,120.6
2023-08-01,07,120.6
2023-09-01,07,120.6
2023-10-01,07,120.8
2023-11-01,07,120.9
2023-12-01,07,121.3
2024-01-01,07,121.2
2024-02-01,07,121.7
2024-03-01,07,121.5
2024-04-01,07,121.4
2010-01-01,08,100.3
2010-02-01,08,100.3
2010-03-01,08,100.2
2010-04-01,08,99.7
2010-05-01,08,99.7
2010-06-01,08,99.7
2010-07-01,08,100.1
2010-08-01,08,100.0
2010-09-01,08,100.1
2010-10-01,08,100.0
2010-11-01,08,100.0
2010-12-01,08,100.0
2011-01-01,08,100.0
2011-02-01,08,100.0
2011-03-01,08,100.0
2011-04-01,08,99.9
2011-05-01,08,99.8
2011-06-01,08,99.7
2011-07-01,08,99.7
2011-08-01,08,99.6
2011-09-01,08,99.6
2011-10-01,08,99.5
2011-11-01,08,99.5
2011-12-01,08,99.4
2012-01-01,08,99.4
2012-02-01,08,99.4
2012-03-01,08,99.3
2012-04-01,08,99.2
2012-05-01,08,99.2
2012-06-01,08,99.1
2012-07-01,08,99.1
2012-08-01,08,99.0
2012-09-01,08,98.9
2012-10-01,08,98.8
2012-11-01,08,98.8
2012-12-01,08,98.8
2013-01-01,08,98.6
2013-02-01,08,98.7
2013-03-01,08,98.6
2013-04-01,08,98.5
2013-05-01,08,98.5
2013-06-01,08,98.4
2013-07-01,08,98.4
2013-08-01,08,98.3
2013-09-01,08,98.3
2013-10-01,08,98.3
2013-11-01,08,98.2
2013-12-01,08,98.2
2014-01-01,08,98.2
2014-02-01,08,98.1
2014-03-01,08,98.1
2014-04-01,08,97.9
2014-05-01,08,97.8
2014-06-01,08,97.8
2014-07-01,08,97.7
2014-08-01,08,97.6
2014-09-01,08,97.5
2014-10-01,08,97.4
2014-11-01,08,97.3
2014-12-01,08,97.3
2015-01-01,08,97.2
2015-02-01,08,97.2
2015-03-01,08,97.2
2015-04-01,08,100.2
2015-05-01,08,100.3
2015-06-01,08,100.3
2015-07-01,08,100.4
2015-08-01,08,100.5
2015-09-01,08,100.6
2015-10-01,08,100.6
2015-11-01,08,100.6
2015-12-01,08,100.5
2016-01-01,08,98.1
2016-02-01,08,98.1
2016-03-01,08,98.1
2016-04-01,08,98.1
2016-05-01,08,98.1
2016-06-01,08,98.1
2016-07-01,08,98.1
2016-08-01,08,98.1
2016-09-01,08,98.0
2016-10-01,08,98.0
2016-11-01,08,97.9
2016-12-01,08,97.9
2017-01-01,08,97.9
2017-02-01,08,97.8
2017-03-01,08,97.9
2017-04-01,08,97.8
2017-05-01,08,97.8
2017-06-01,08,97.8
2017-07-01,08,97.8
2017-08-01,08,97.8
2017-09-01,08,97.7
2017-10-01,08,97.6
2017-11-01,08,97.4
2017-12-01,08,97.4
2018-01-01,08,97.4
2018-02-01,08,97.3
2018-03-01,08,97.2
2018-04-01,08,97.1
2018-05-01,08,96.9
2018-06-01,08,94.0
2018-07-01,08,94.0
2018-08-01,08,93.9
2018-09-01,08,96.1
2018-10-01,08,96.1
2018-11-01,08,96.1
2018-12-01,08,96.1
2019-01-01,08,96.1
2019-02-01,08,96.1
2019-03-01,08,96.1
2019-04-01,08,96.0
2019-05-01,08,96.0
2019-06-01,08,96.0
2019-07-01,08,96.0
2019-08-01,08,96.0
2019-09-01,08,96.0
2019-10-01,08,97.5
2019-11-01,08,97.5
2019-12-01,08,97.5
2020-01-01,08,97.5
2020-02-01,08,97.5
2020-03-01,08,97.5
2020-04-01,08,97.5
2020-05-01,08,97.5
2020-06-01,08,97.5
2020-07-01,08,97.5
2020-08-01,08,97.5
2020-09-01,08,97.5
2020-10-01,08,97.5
2020-11-01,08,97.5
2020-12-01,08,97.5
2021-01-01,08,97.5
2021-02-01,08,97.5
2021-03-01,08,97.5
2021-04-01,08,97.5
2021-05-01,08,97.5
2021-06-01,08,97.5
2021-07-01,08,97.5
2021-08-01,08,97.5
2021-09-01,08,97.5
2021-10-01,08,97.5
2021-11-01,08,97.5
2021-12-01,08,97.5
2022-01-01,08,97.5
2022-02-01,08,97.5
2022-03-01,08,97.5
2022-04-01,08,97.5
2022-05-01,08,97.5
2022-06-01,08,97.5
2022-07-01,08,97.5
2022-08-01,08,97.5
2022-09-01,08,97.5
2022-10-01,08,97.5
2022-11-01,08,97.5
2022-12-01,08,97.4
2023-01-01,08,96.1
2023-02-01,08,96.1
2023-03-01,08,96.1
2023-04-01,08,96.1
2023-05-01,08,93.9
2023-06-01,08,94.0
2023-07-01,08,93.9
2023-08-01,08,93.9
2023-09-01,08,93.9
2023-10-01,08,93.9
2023-11-01,08,93.9
2023-12-01,08,93.8
2024-01-01,08,93.8
2024-02-01,08,93.8
2024-03-01,08,93.8
2024-04-01,08,93.7
2010-01-01,09,100.2
2010-02-01,09,100.2
2010-03-01,09,100.2
2010-04-01,09,100.1
2010-05-01,09,100.0
2010-06-01,09,100.0
2010-07-01,09,100.1
2010-08-01,09,99.9
2010-09-01,09,99.9
2010-10-01,09,99.8
2010-11-01,09,99.7
2010-12-01,09,99.7
2011-01-01,09,99.7
2011-02-01,09,100.5
2011-03-01,09,100.4
2011-04-01,09,101.9
2011-05-01,09,101.9
2011-06-01,09,101.9
2011-07-01,09,102.3
2011-08-01,09,102.9
2011-09-01,09,102.9
2011-10-01,09,103.0
2011-11-01,09,103.1
2011-12-01,09,103.1
2012-01-01,09,103.2
2012-02-01,09,103.4
2012-03-01,09,103.2
2012-04-01,09,103.2
2012-05-01,09,103.2
2012-06-01,09,103.2
2012-07-01,09,103.3
2012-08-01,09,103.2
2012-09-01,09,103.1
2012-10-01,09,103.1
2012-11-01,09,103.0
2012-12-01,09,103.0
2013-01-01,09,103.1
2013-02-01,09,103.2
2013-03-01,09,103.2
2013-04-01,09,103.1
2013-05-01,09,103.0
2013-06-01,09,103.0
2013-07-01,09,103.0
2013-08-01,09,103.1
2013-09-01,09,103.0
2013-10-01,09,103.0
2013-11-01,09,103.6
2013-12-01,09,104.9
2014-01-01,09,104.8
2014-02-01,09,104.9
2014-03-01,09,104.9
2014-04-01,09,104.9
2014-05-01,09,105.0
2014-06-01,09,105.0
2014-07-01,09,105.0
2014-08-01,09,105.0
2014-09-01,09,105.0
2014-10-01,09,104.9
2014-11-01,09,104.9
2014-12-01,09,104.9
2015-01-01,09,105.3
2015-02-01,09,105.7
2015-03-01,09,105.5
2015-04-01,09,106.5
2015-05-01,09,106.7
2015-06-01,09,106.8
2015-07-01,09,107.0
2015-08-01,09,107.2
2015-09-01,09,107.4
2015-10-01,09,107.4
2015-11-01,09,107.6
2015-12-01,09,107.6
2016-01-01,09,107.7
2016-02-01,09,108.2
2016-03-01,09,108.2
2016-04-01,09,108.2
2016-05-01,09,108.3
2016-06-01,09,108.3
2016-07-01,09,108.8
2016-08-01,09,111.1
2016-09-01,09,111.1
2016-10-01,09,111.2
2016-11-01,09,111.0
2016-12-01,09,111.1
2017-01-01,09,111.2
2017-02-01,09,111.6
2017-03-01,09,111.4
2017-04-01,09,111.4
2017-05-01,09,111.4
2017-06-01,09,111.5
2017-07-01,09,111.6
2017-08-01,09,111.5
2017-09-01,09,111.5
2017-10-01,09,111.6
2017-11-01,09,111.7
2017-12-01,09,111.7
2018-01-01,09,111.8
2018-02-01,09,112.0
2018-03-01,09,112.0
2018-04-01,09,112.1
2018-05-01,09,112.0
2018-06-01,09,108.7
2018-07-01,09,108.9
2018-08-01,09,109.0
2018-09-01,09,111.3
2018-10-01,09,111.4
2018-11-01,09,111.4
2018-12-01,09,111.5
2019-01-01,09,111.4
2019-02-01,09,111.6
2019-03-01,09,111.5
2019-04-01,09,111.6
2019-05-01,09,111.5
2019-06-01,09,111.6
2019-07-01,09,111.5
2019-08-01,09,111.5
2019-09-01,09,112.2
2019-10-01,09,112.2
2019-11-01,09,112.3
2019-12-01,09,112.2
2020-01-01,09,112.4
2020-02-01,09,112.4
2020-03-01,09,112.3
2020-04-01,09,112.3
2020-05-01,09,112.3
2020-06-01,09,112.3
2020-07-01,09,112.3
2020-08-01,09,112.2
2020-09-01,09,112.3
2020-10-01,09,112.4
2020-11-01,09,112.4
2020-12-01,09,112.4
2021-01-01,09,112.5
2021-02-01,09,112.5
2021-03-01,09,112.9
2021-04-01,09,113.1
2021-05-01,09,113.0
2021-06-01,09,113.0
2021-07-01,09,113.0
2021-08-01,09,113.0
2021-09-01,09,113.0
2021-10-01,09,112.6
2021-11-01,09,112.6
2021-12-01,09,112.9
2022-01-01,09,113.8
2022-02-01,09,114.3
2022-03-01,09,114.1
2022-04-01,09,114.6
2022-05-01,09,115.0
2022-06-01,09,115.5
2022-07-01,09,115.8
2022-08-01,09,116.1
2022-09-01,09,116.5
2022-10-01,09,116.4
2022-11-01,09,116.6
2022-12-01,09,115.6
2023-01-01,09,116.9
2023-02-01,09,116.3
2023-03-01,09,116.3
2023-04-01,09,116.7
2023-05-01,09,117.1
2023-06-01,09,117.4
2023-07-01,09,117.1
2023-08-01,09,117.3
2023-09-01,09,117.2
2023-10-01,09,117.2
2023-11-01,09,117.3
2023-12-01,09,117.8
2024-01-01,09,117.8
2024-02-01,09,118.2
2024-03-01,09,118.0
2024-04-01,09,119.0
2010-01-01,10,99.5
2010-02-01,10,99.6
2010-03-01,10,99.8
2010-04-01,10,99.9
2010-05-01,10,99.9
2010-06-01,10,99.9
2010-07-01,10,100.1
2010-08-01,10,100.2
2010-09-01,10,100.2
2010-10-01,10,100.2
2010-11-01,10,100.3
2010-12-01,10,100.4
2011-01-01,10,101.0
2011-02-01,10,101.6
2011-03-01,10,101.9
2011-04-01,10,102.1
2011-05-01,10,102.1
2011-06-01,10,102.2
2011-07-01,10,102.3
2011-08-01,10,102.4
2011-09-01,10,102.4
2011-10-01,10,102.5
2011-11-01,10,103.1
2011-12-01,10,103.2
2012-01-01,10,104.1
2012-02-01,10,104.5
2012-03-01,10,104.6
2012-04-01,10,104.8
2012-05-01,10,104.8
2012-06-01,10,104.7
2012-07-01,10,104.7
2012-08-01,10,104.7
2012-09-01,10,104.8
2012-10-01,10,104.8
2012-11-01,10,104.8
2012-12-01,10,104.9
2013-01-01,10,106.0
2013-02-01,10,106.8
2013-03-01,10,106.9
2013-04-01,10,107.0
2013-05-01,10,107.2
2013-06-01,10,107.3
2013-07-01,10,107.4
2013-08-01,10,107.4
2013-09-01,10,107.5
2013-10-01,10,107.5
2013-11-01,10,107.8
2013-12-01,10,107.9
2014-01-01,10,108.8
2014-02-01,10,109.3
2014-03-01,10,109.4
2014-04-01,10,109.5
2014-05-01,10,109.6
2014-06-01,10,109.7
2014-07-01,10,109.9
2014-08-01,10,110.1
2014-09-01,10,110.1
2014-10-01,10,110.1
2014-11-01,10,110.2
2014-12-01,10,110.3
2015-01-01,10,111.1
2015-02-01,10,111.7
2015-03-01,10,111.8
2015-04-01,10,112.4
2015-05-01,10,112.3
2015-06-01,10,112.5
2015-07-01,10,112.5
2015-08-01,10,112.8
2015-09-01,10,112.8
2015-10-01,10,112.8
2015-11-01,10,112.9
2015-12-01,10,113.2
2016-01-01,10,114.0
2016-02-01,10,114.5
2016-03-01,10,114.7
2016-04-01,10,114.8
2016-05-01,10,114.8
2016-06-01,10,114.9
2016-07-01,10,115.0
2016-08-01,10,115.0
2016-09-01,10,115.0
2016-10-01,10,115.0
2016-11-01,10,115.1
2016-12-01,10,115.1
2017-01-01,10,116.3
2017-02-01,10,116.4
2017-03-01,10,116.6
2017-04-01,10,116.7
2017-05-01,10,116.7
2017-06-01,10,116.8
2017-07-01,10,116.8
2017-08-01,10,116.8
2017-09-01,10,116.8
2017-10-01,10,116.8
2017-11-01,10,116.8
2017-12-01,10,117.0
2018-01-01,10,117.7
2018-02-01,10,117.8
2018-03-01,10,117.9
2018-04-01,10,118.0
2018-05-01,10,118.1
2018-06-01,10,117.9
2018-07-01,10,118.0
2018-08-01,10,118.1
2018-09-01,10,118.1
2018-10-01,10,118.1
2018-11-01,10,118.4
2018-12-01,10,118.3
2019-01-01,10,118.8
2019-02-01,10,119.3
2019-03-01,10,119.4
2019-04-01,10,119.4
2019-05-01,10,119.5
2019-06-01,10,119.5
2019-07-01,10,119.6
2019-08-01,10,119.7
2019-09-01,10,120.2
2019-10-01,10,120.3
2019-11-01,10,120.3
2019-12-01,10,120.3
2020-01-01,10,120.8
2020-02-01,10,120.9
2020-03-01,10,120.9
2020-04-01,10,120.8
2020-05-01,10,120.7
2020-06-01,10,120.5
2020-07-01,10,121.0
2020-08-01,10,121.0
2020-09-01,10,121.1
2020-10-01,10,121.1
2020-11-01,10,121.0
2020-12-01,10,121.0
2021-01-01,10,121.0
2021-02-01,10,121.0
2021-03-01,10,120.9
2021-04-01,10,121.1
2021-05-01,10,121.1
2021-06-01,10,121.1
2021-07-01,10,121.1
2021-08-01,10,121.0
2021-09-01,10,121.0
2021-10-01,10,121.0
2021-11-01,10,121.1
2021-12-01,10,121.2
2022-01-01,10,121.8
2022-02-01,10,121.9
2022-03-01,10,122.0
2022-04-01,10,122.3
2022-05-01,10,122.3
2022-06-01,10,122.4
2022-07-01,10,122.5
2022-08-01,10,122.5
2022-09-01,10,122.6
2022-10-01,10,122.7
2022-11-01,10,122.9
2022-12-01,10,122.9
2023-01-01,10,123.4
2023-02-01,10,123.9
2023-03-01,10,124.1
2023-04-01,10,124.3
2023-05-01,10,124.6
2023-06-01,10,124.7
2023-07-01,10,124.9
2023-08-01,10,125.1
2023-09-01,10,125.1
2023-10-01,10,125.3
2023-11-01,10,125.3
2023-12-01,10,125.3
2024-01-01,10,125.5
2024-02-01,10,125.7
2024-03-01,10,125.9
2024-04-01,10,126.1
2010-01-01,11,98.7
2010-02-01,11,98.9
2010-03-01,11,99.3
2010-04-01,11,99.5
2010-05-01,11,99.6
2010-06-01,11,99.8
2010-07-01,11,99.9
2010-08-01,11,100.2
2010-09-01,11,100.5
2010-10-01,11,100.9
2010-11-01,11,101.1
2010-12-01,11,101.6
2011-01-01,11,103.2
2011-02-01,11,104.2
2011-03-01,11,104.7
2011-04-01,11,105.1
2011-05-01,11,105.6
2011-06-01,11,105.9
2011-07-01,11,106.4
2011-08-01,11,106.5
2011-09-01,11,106.8
2011-10-01,11,107.1
2011-11-01,11,107.4
2011-12-01,11,107.5
2012-01-01,11,107.8
2012-02-01,11,108.1
2012-03-01,11,108.4
2012-04-01,11,108.6
2012-05-01,11,108.8
2012-06-01,11,109.0
2012-07-01,11,109.2
2012-08-01,11,109.2
2012-09-01,11,109.5
2012-10-01,11,109.7
2012-11-01,11,109.9
2012-12-01,11,109.9
2013-01-01,11,110.1
2013-02-01,11,110.5
2013-03-01,11,110.9
2013-04-01,11,111.1
2013-05-01,11,111.3
2013-06-01,11,111.4
2013-07-01,11,111.5
2013-08-01,11,111.8
2013-09-01,11,112.2
2013-10-01,11,112.5
2013-11-01,11,113.2
2013-12-01,11,113.5
2014-01-01,11,114.7
2014-02-01,11,115.4
2014-03-01,11,115.9
2014-04-01,11,116.4
2014-05-01,11,116.7
2014-06-01,11,116.9
2014-07-01,11,117.1
2014-08-01,11,117.5
2014-09-01,11,117.6
2014-10-01,11,117.7
2014-11-01,11,118.1
2014-12-01,11,118.2
2015-01-01,11,118.6
2015-02-01,11,118.8
2015-03-01,11,119.2
2015-04-01,11,121.4
2015-05-01,11,121.9
2015-06-01,11,122.2
2015-07-01,11,122.5
2015-08-01,11,122.8
2015-09-01,11,123.0
2015-10-01,11,123.2
2015-11-01,11,123.5
2015-12-01,11,123.8
2016-01-01,11,123.9
2016-02-01,11,124.4
2016-03-01,11,124.6
2016-04-01,11,124.7
2016-05-01,11,125.0
2016-06-01,11,124.9
2016-07-01,11,125.1
2016-08-01,11,125.4
2016-09-01,11,125.7
2016-10-01,11,125.7
2016-11-01,11,125.8
2016-12-01,11,126.1
2017-01-01,11,126.5
2017-02-01,11,127.3
2017-03-01,11,127.5
2017-04-01,11,127.7
2017-05-01,11,127.9
2017-06-01,11,128.0
2017-07-01,11,128.3
2017-08-01,11,128.9
2017-09-01,11,129.0
2017-10-01,11,129.1
2017-11-01,11,129.3
2017-12-01,11,129.4
2018-01-01,11,129.5
2018-02-01,11,129.6
2018-03-01,11,130.0
2018-04-01,11,130.5
2018-05-01,11,130.6
2018-06-01,11,129.6
2018-07-01,11,129.6
2018-08-01,11,129.8
2018-09-01,11,130.4
2018-10-01,11,130.6
2018-11-01,11,130.9
2018-12-01,11,131.1
2019-01-01,11,131.1
2019-02-01,11,131.3
2019-03-01,11,131.3
2019-04-01,11,131.6
2019-05-01,11,131.4
2019-06-01,11,131.7
2019-07-01,11,131.8
2019-08-01,11,132.0
2019-09-01,11,132.2
2019-10-01,11,132.2
2019-11-01,11,132.3
2019-12-01,11,132.5
2020-01-01,11,132.6
2020-02-01,11,132.8
2020-03-01,11,132.5
2020-04-01,11,132.5
2020-05-01,11,132.6
2020-06-01,11,132.1
2020-07-01,11,132.0
2020-08-01,11,132.1
2020-09-01,11,132.3
2020-10-01,11,132.3
2020-11-01,11,132.3
2020-12-01,11,132.3
2021-01-01,11,132.5
2021-02-01,11,132.4
2021-03-01,11,132.5
2021-04-01,11,132.7
2021-05-01,11,132.8
2021-06-01,11,132.8
2021-07-01,11,132.9
2021-08-01,11,132.9
2021-09-01,11,132.7
2021-10-01,11,133.1
2021-11-01,11,133.5
2021-12-01,11,134.0
2022-01-01,11,135.3
2022-02-01,11,135.8
2022-03-01,11,136.4
2022-04-01,11,136.9
2022-05-01,11,137.7
2022-06-01,11,139.5
2022-07-01,11,140.6
2022-08-01,11,141.4
2022-09-01,11,141.8
2022-10-01,11,142.2
2022-11-01,11,142.9
2022-12-01,11,143.9
2023-01-01,11,144.5
2023-02-01,11,145.8
2023-03-01,11,146.2
2023-04-01,11,146.0
2023-05-01,11,146.9
2023-06-01,11,147.1
2023-07-01,11,147.6
2023-08-01,11,148.0
2023-09-01,11,148.1
2023-10-01,11,148.8
2023-11-01,11,149.0
2023-12-01,11,149.2
2024-01-01,11,149.1
2024-02-01,11,150.0
2024-03-01,11,150.6
2024-04-01,11,151.1
2010-01-01,12,99.9
2010-02-01,12,99.9
2010-03-01,12,100.0
2010-04-01,12,100.0
2010-05-01,12,100.0
2010-06-01,12,100.0
2010-07-01,12,100.0
2010-08-01,12,100.0
2010-09-01,12,100.0
2010-10-01,12,100.0
2010-11-01,12,100.0
2010-12-01,12,100.0
2011-01-01,12,100.1
2011-02-01,12,100.1
2011-03-01,12,100.1
2011-04-01,12,100.1
2011-05-01,12,100.2
2011-06-01,12,100.2
2011-07-01,12,100.3
2011-08-01,12,100.2
2011-09-01,12,100.2
2011-10-01,12,100.2
2011-11-01,12,100.0
2011-12-01,12,100.0
2012-01-01,12,100.3
2012-02-01,12,101.0
2012-03-01,12,101.3
2012-04-01,12,101.3
2012-05-01,12,101.2
2012-06-01,12,101.2
2012-07-01,12,101.2
2012-08-01,12,101.6
2012-09-01,12,101.7
2012-10-01,12,102.0
2012-11-01,12,102.0
2012-12-01,12,102.0
2013-01-01,12,102.4
2013-02-01,12,102.4
2013-03-01,12,102.6
2013-04-01,12,102.6
2013-05-01,12,102.6
2013-06-01,12,102.6
2013-07-01,12,103.4
2013-08-01,12,103.4
2013-09-01,12,103.4
2013-10-01,12,103.5
2013-11-01,12,103.5
2013-12-01,12,103.5
2014-01-01,12,103.5
2014-02-01,12,103.7
2014-03-01,12,104.4
2014-04-01,12,104.5
2014-05-01,12,104.5
2014-06-01,12,104.5
2014-07-01,12,104.5
2014-08-01,12,104.8
2014-09-01,12,104.8
2014-10-01,12,104.8
2014-11-01,12,104.8
2014-12-01,12,105.0
2015-01-01,12,105.0
2015-02-01,12,105.1
2015-03-01,12,105.4
2015-04-01,12,109.0
2015-05-01,12,109.8
2015-06-01,12,110.0
2015-07-01,12,109.8
2015-08-01,12,109.9
2015-09-01,12,110.1
2015-10-01,12,110.1
2015-11-01,12,110.5
2015-12-01,12,110.5
2016-01-01,12,110.6
2016-02-01,12,110.6
